NATMON_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ZAF,South Africa,2019,2019,79.05853,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ZAF,South Africa,2020,2020,81.73856,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",URY,Uruguay,2016,2016,80.76758,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",URY,Uruguay,2017,2017,88.22529,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",URY,Uruguay,2019,2019,89.31021,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",URY,Uruguay,2020,2020,88.39822,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MEX,Mexico,2016,2016,96.6117,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MEX,Mexico,2017,2017,94.06044,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MEX,Mexico,2018,2018,92.21086,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MEX,Mexico,2019,2019,92.35132,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MEX,Mexico,2020,2020,92.18126,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40330,Landlocked Developing Countries,2016,2016,68.12309,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40330,Landlocked Developing Countries,2017,2017,69.71835,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40330,Landlocked Developing Countries,2018,2018,70.12447,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40330,Landlocked Developing Countries,2019,2019,70.72786,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MNE,Montenegro,2016,2016,84.97829,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MNE,Montenegro,2017,2017,85.88948,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MNE,Montenegro,2018,2018,87.69809,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MNE,Montenegro,2019,2019,89.01123,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MNE,Montenegro,2020,2020,88.24843,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MNE,Montenegro,2021,2021,86.75429,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",NLD,Netherlands,2016,2016,97.68712,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",NLD,Netherlands,2017,2017,99.02854,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",NLD,Netherlands,2018,2018,99.61927,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",NLD,Netherlands,2019,2019,99.5927,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",NLD,Netherlands,2020,2020,99.71352,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",IRN,Iran (Islamic Republic of),2016,2016,72.64655,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",IRN,Iran (Islamic Republic of),2017,2017,73.81352,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",IRN,Iran (Islamic Republic of),2020,2020,82.72935,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",LKA,Sri Lanka,2017,2017,98.66749,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",LKA,Sri Lanka,2018,2018,99.8685,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",BRN,Brunei Darussalam,2016,2016,99.02743,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",BRN,Brunei Darussalam,2017,2017,99.81667,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",BRN,Brunei Darussalam,2018,2018,99.6795,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",BRN,Brunei Darussalam,2019,2019,96.87332,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",BRN,Brunei Darussalam,2020,2020,99.67376,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NAM,Namibia,2016,2016,97.5629,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NAM,Namibia,2017,2017,98.02782,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NAM,Namibia,2018,2018,98.6562,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NAM,Namibia,2019,2019,98.83092,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NAM,Namibia,2020,2020,98.54672,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NAM,Namibia,2021,2021,98.54755,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BRA,Brazil,2016,2016,95.74343,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BRA,Brazil,2017,2017,95.77665,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BRA,Brazil,2018,2018,95.1718,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BRA,Brazil,2019,2019,95.80667,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BRA,Brazil,2020,2020,95.47928,+,National Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NER,Niger,2016,2016,34.10405,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NER,Niger,2017,2017,35.05713,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NER,Niger,2018,2018,33.88453,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NER,Niger,2019,2019,30.21869,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",NER,Niger,2021,2021,28.38043,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40044,Low income countries,2016,2016,60.9377,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40044,Low income countries,2017,2017,62.28543,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40044,Low income countries,2018,2018,62.58416,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40044,Low income countries,2019,2019,62.9611,‡,UIS Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MOZ,Mozambique,2016,2016,90.76644,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MOZ,Mozambique,2017,2017,89.87354,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MOZ,Mozambique,2018,2018,93.92934,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MOZ,Mozambique,2019,2019,97.59656,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MOZ,Mozambique,2020,2020,99.13285,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ALB,Albania,2016,2016,94.82611,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ALB,Albania,2017,2017,93.92736,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ALB,Albania,2018,2018,96.9432,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ALB,Albania,2019,2019,96.30267,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ALB,Albania,2020,2020,96.45232,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ALB,Albania,2021,2021,97.56871,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",SRB,Serbia,2016,2016,99.16856,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",SRB,Serbia,2017,2017,98.97357,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",SRB,Serbia,2018,2018,98.56555,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",SRB,Serbia,2019,2019,98.1568,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",SRB,Serbia,2020,2020,97.10705,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",SRB,Serbia,2021,2021,96.25226,+,National Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",40550,Small Island Developing States,2016,2016,69.03586,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",40550,Small Island Developing States,2017,2017,71.49604,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",40550,Small Island Developing States,2018,2018,72.35278,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",40550,Small Island Developing States,2019,2019,73.00997,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",40550,Small Island Developing States,2020,2020,71.72133,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GHA,Ghana,2016,2016,88.2483,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GHA,Ghana,2017,2017,87.94925,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GHA,Ghana,2018,2018,84.46699,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GHA,Ghana,2019,2019,89.40663,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GHA,Ghana,2020,2020,92.38005,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GHA,Ghana,2021,2021,96.82975,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",IRL,Ireland,2016,2016,99.98836,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",IRL,Ireland,2017,2017,99.97134,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",IRL,Ireland,2018,2018,99.99826,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",IRL,Ireland,2019,2019,99.86277,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",IRL,Ireland,2020,2020,99.95767,+,National Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CRI,Costa Rica,2016,2016,94.55875,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CRI,Costa Rica,2017,2017,91.40487,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CRI,Costa Rica,2018,2018,96.24883,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CRI,Costa Rica,2019,2019,98.08551,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CRI,Costa Rica,2020,2020,96.1476,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",VGB,British Virgin Islands,2016,2016,80.18433,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",VGB,British Virgin Islands,2017,2017,83.01744,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",VGB,British Virgin Islands,2018,2018,58.04769,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",SVN,Slovenia,2016,2016,95.89907,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",SVN,Slovenia,2017,2017,96.16347,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",SVN,Slovenia,2018,2018,98.15129,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",SVN,Slovenia,2019,2019,98.78793,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",SVN,Slovenia,2020,2020,98.57529,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",QAT,Qatar,2016,2016,92.76274,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",QAT,Qatar,2017,2017,90.07768,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",QAT,Qatar,2018,2018,93.44943,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",QAT,Qatar,2019,2019,94.8537,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",QAT,Qatar,2020,2020,93.02161,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",QAT,Qatar,2021,2021,89.95039,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",TUN,Tunisia,2016,2016,98.78204,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",TUN,Tunisia,2017,2017,98.90914,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",TUN,Tunisia,2018,2018,98.99212,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",TUN,Tunisia,2020,2020,99.20673,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",TUN,Tunisia,2021,2021,99.22544,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LUX,Luxembourg,2016,2016,82.18401,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LUX,Luxembourg,2017,2017,81.13373,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LUX,Luxembourg,2018,2018,80.60287,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LUX,Luxembourg,2019,2019,80.96966,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LUX,Luxembourg,2020,2020,81.98491,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2016,2016,99.27519,‡,UIS Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2017,2017,99.48537,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2018,2018,99.6475,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2019,2019,99.7027,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2020,2020,99.823,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2021,2021,99.8742,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",DZA,Algeria,2022,2022,99.39107,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MHL,Marshall Islands,2016,2016,56.1477,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MHL,Marshall Islands,2019,2019,60.78365,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MHL,Marshall Islands,2020,2020,56.59377,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MHL,Marshall Islands,2021,2021,58.58172,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",GEO,Georgia,2016,2016,88.82303,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",GEO,Georgia,2017,2017,90.27943,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",GEO,Georgia,2018,2018,93.4998,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",GEO,Georgia,2019,2019,94.35273,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",GEO,Georgia,2020,2020,94.96402,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",GEO,Georgia,2021,2021,95.90319,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",CIV,Côte d'Ivoire,2016,2016,87.01642,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",CIV,Côte d'Ivoire,2017,2017,88.77179,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",CIV,Côte d'Ivoire,2018,2018,93.81853,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",CIV,Côte d'Ivoire,2019,2019,95.00518,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",CIV,Côte d'Ivoire,2020,2020,96.36663,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",CIV,Côte d'Ivoire,2021,2021,96.77655,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",ARE,United Arab Emirates,2016,2016,99.40189,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",ARE,United Arab Emirates,2017,2017,98.74312,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",ARE,United Arab Emirates,2019,2019,99.78219,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",ARE,United Arab Emirates,2020,2020,99.76372,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",ARE,United Arab Emirates,2022,2022,99.26502,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ATG,Antigua and Barbuda,2016,2016,94.71847,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ATG,Antigua and Barbuda,2017,2017,95.31472,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ATG,Antigua and Barbuda,2018,2018,98.56219,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",ATG,Antigua and Barbuda,2019,2019,97.48367,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ITA,Italy,2016,2016,94.18757,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ITA,Italy,2017,2017,94.74914,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ITA,Italy,2018,2018,94.55902,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ITA,Italy,2019,2019,94.27135,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",ITA,Italy,2020,2020,93.55554,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40616,Southern Asia,2016,2016,83.42554,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40616,Southern Asia,2017,2017,84.59142,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40616,Southern Asia,2018,2018,84.8194,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40616,Southern Asia,2019,2019,85.05345,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40616,Southern Asia,2020,2020,83.96903,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BLR,Belarus,2016,2016,99.48118,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BLR,Belarus,2017,2017,99.14284,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BLR,Belarus,2018,2018,98.69744,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BLR,Belarus,2019,2019,96.81341,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BLR,Belarus,2020,2020,94.75574,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",BLR,Belarus,2021,2021,93.60523,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CHL,Chile,2016,2016,96.68023,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CHL,Chile,2017,2017,94.96128,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CHL,Chile,2018,2018,94.70564,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CHL,Chile,2019,2019,96.13442,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",CHL,Chile,2020,2020,98.42803,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MSR,Montserrat,2018,2018,93.22034,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",MSR,Montserrat,2019,2019,83.84615,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",STP,Sao Tome and Principe,2017,2017,93.9669,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LSO,Lesotho,2016,2016,66.08279,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LSO,Lesotho,2018,2018,58.4964,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",LSO,Lesotho,2019,2019,54.78515,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40500,North America and Western Europe,2016,2016,98.7405,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40500,North America and Western Europe,2017,2017,98.84873,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40500,North America and Western Europe,2018,2018,98.79584,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40500,North America and Western Europe,2019,2019,98.83627,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",40500,North America and Western Europe,2020,2020,99.01967,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",FRA,France,2016,2016,94.58032,+,National Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",FRA,France,2017,2017,95.20527,+,National Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",FRA,France,2018,2018,95.24626,+,National Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",FRA,France,2019,2019,95.91704,+,National Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",FRA,France,2020,2020,96.89006,+,National Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",TGO,Togo,2017,2017,78.55498,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",TGO,Togo,2021,2021,81.61696,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",USA,United States of America,2016,2016,99.64003,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",USA,United States of America,2017,2017,99.57562,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",USA,United States of America,2018,2018,99.42579,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",USA,United States of America,2019,2019,99.08343,+,National Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",USA,United States of America,2020,2020,97.99492,+,National Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2016,2016,91.55473,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2017,2017,94.00277,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,98.24543,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2019,2019,99.31175,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2020,2020,99.59849,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2021,2021,99.40413,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",AFG,Afghanistan,2016,2016,40.70375,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",AFG,Afghanistan,2017,2017,42.28564,‡,UIS Estimation
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",AFG,Afghanistan,2018,2018,44.10146,‡,UIS Estimation
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MAR,Morocco,2017,2017,88.94813,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MAR,Morocco,2018,2018,89.27517,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MAR,Morocco,2019,2019,90.60555,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MAR,Morocco,2020,2020,92.83987,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",MAR,Morocco,2021,2021,93.80918,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",PHL,Philippines,2018,2018,75.70482,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",PHL,Philippines,2019,2019,73.97921,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",PHL,Philippines,2020,2020,78.26113,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",PHL,Philippines,2021,2021,78.42466,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MNG,Mongolia,2016,2016,99.33935,‡,UIS Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MNG,Mongolia,2017,2017,99.4077,‡,UIS Estimation
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MNG,Mongolia,2018,2018,99.3235,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MNG,Mongolia,2019,2019,99.38388,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MNG,Mongolia,2020,2020,99.33083,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MNG,Mongolia,2021,2021,99.26099,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MAC,"China, Macao Special Administrative Region",2016,2016,97.78401,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MAC,"China, Macao Special Administrative Region",2017,2017,97.6638,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MAC,"China, Macao Special Administrative Region",2018,2018,96.99794,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MAC,"China, Macao Special Administrative Region",2019,2019,98.83797,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MAC,"China, Macao Special Administrative Region",2020,2020,96.47241,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",MAC,"China, Macao Special Administrative Region",2021,2021,95.49904,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,99.87221,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,99.8773,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2019,2019,99.83793,,
NERT_2_CP,"Total net enrolment rate, lower secondary, both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2020,2020,99.87357,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",GRC,Greece,2016,2016,98.4833,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",GRC,Greece,2017,2017,98.75076,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",GRC,Greece,2018,2018,98.57158,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",GRC,Greece,2019,2019,99.10731,,
NERT_1_CP,"Total net enrolment rate, primary, both sexes (%)",GRC,Greece,2020,2020,99.56152,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",TUR,Türkiye,2016,2016,83.8671,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",TUR,Türkiye,2017,2017,85.43051,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",TUR,Türkiye,2018,2018,83.00095,,
NERT_3_CP,"Total net enrolment rate, upper secondary, both sexes (%)",TUR,Türkiye,2019,2019,81.81607,,
