"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"299905","Official entrance age to primary education (years)","MTQ","Martinique","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MTQ","Martinique","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MTQ","Martinique","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MTQ","Martinique","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MTQ","Martinique","2022","2022",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2016","2016",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2017","2017",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MEX","Mexico","2022","2022",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2016","2016",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2017","2017",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2018","2018",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2019","2019",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2020","2020",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2021","2021",6,,
"299905","Official entrance age to primary education (years)","GNB","Guinea-Bissau","2022","2022",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2016","2016",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2017","2017",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","LBR","Liberia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2016","2016",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2017","2017",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MAR","Morocco","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SLE","Sierra Leone","2022","2022",6,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",5,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",5,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",5,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",5,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",5,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2021","2021",5,,
"299905","Official entrance age to primary education (years)","GBR","United Kingdom of Great Britain and Northern Ireland","2022","2022",5,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2016","2016",6,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2017","2017",6,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2018","2018",6,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2019","2019",6,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2020","2020",6,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2021","2021",6,,
"299905","Official entrance age to primary education (years)","ZWE","Zimbabwe","2022","2022",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2016","2016",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2017","2017",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2018","2018",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2019","2019",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2020","2020",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2021","2021",6,,
"299905","Official entrance age to primary education (years)","DEU","Germany","2022","2022",6,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2016","2016",7,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2017","2017",7,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2018","2018",7,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2019","2019",7,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2020","2020",7,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2021","2021",7,,
"299905","Official entrance age to primary education (years)","LTU","Lithuania","2022","2022",7,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SXM","Sint Maarten (Dutch part)","2022","2022",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2016","2016",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2017","2017",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2018","2018",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2019","2019",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2020","2020",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2021","2021",6,,
"299905","Official entrance age to primary education (years)","COM","Comoros","2022","2022",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2016","2016",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2017","2017",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2018","2018",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2019","2019",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2020","2020",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2021","2021",6,,
"299905","Official entrance age to primary education (years)","BTN","Bhutan","2022","2022",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2016","2016",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2017","2017",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2018","2018",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2019","2019",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2020","2020",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2021","2021",6,,
"299905","Official entrance age to primary education (years)","ALB","Albania","2022","2022",6,,
"299905","Official entrance age to primary education (years)","GUF","French Guiana","2017","2017",6,,
"299905","Official entrance age to primary education (years)","GUF","French Guiana","2018","2018",6,,
"299905","Official entrance age to primary education (years)","GUF","French Guiana","2019","2019",6,,
"299905","Official entrance age to primary education (years)","GUF","French Guiana","2020","2020",6,,
"299905","Official entrance age to primary education (years)","GUF","French Guiana","2021","2021",6,,
"299905","Official entrance age to primary education (years)","GUF","French Guiana","2022","2022",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2016","2016",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2017","2017",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2018","2018",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2019","2019",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2020","2020",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2021","2021",6,,
"299905","Official entrance age to primary education (years)","ISL","Iceland","2022","2022",6,,
"299905","Official entrance age to primary education (years)","IND","India","2016","2016",6,,
"299905","Official entrance age to primary education (years)","IND","India","2017","2017",6,,
"299905","Official entrance age to primary education (years)","IND","India","2018","2018",6,,
"299905","Official entrance age to primary education (years)","IND","India","2019","2019",6,,
"299905","Official entrance age to primary education (years)","IND","India","2020","2020",6,,
"299905","Official entrance age to primary education (years)","IND","India","2021","2021",6,,
"299905","Official entrance age to primary education (years)","IND","India","2022","2022",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2016","2016",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2017","2017",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2018","2018",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2019","2019",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2020","2020",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2021","2021",6,,
"299905","Official entrance age to primary education (years)","CHL","Chile","2022","2022",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2016","2016",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2017","2017",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2018","2018",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2019","2019",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2020","2020",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2021","2021",6,,
"299905","Official entrance age to primary education (years)","TGO","Togo","2022","2022",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2016","2016",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2017","2017",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2018","2018",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2019","2019",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2020","2020",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2021","2021",6,,
"299905","Official entrance age to primary education (years)","PLW","Palau","2022","2022",6,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2016","2016",5,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2017","2017",5,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2018","2018",5,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2019","2019",5,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2020","2020",5,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2021","2021",5,,
"299905","Official entrance age to primary education (years)","BLZ","Belize","2022","2022",5,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SMR","San Marino","2022","2022",6,,
"299905","Official entrance age to primary education (years)","VAT","Holy See","2016","2016",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","VAT","Holy See","2017","2017",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","VAT","Holy See","2018","2018",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","VAT","Holy See","2019","2019",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","VAT","Holy See","2020","2020",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","VAT","Holy See","2021","2021",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","VAT","Holy See","2022","2022",,"a","Category not applicable"
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2016","2016",6,,
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2017","2017",6,,
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2018","2018",6,,
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2019","2019",6,,
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2020","2020",6,,
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2021","2021",6,,
"299905","Official entrance age to primary education (years)","ERI","Eritrea","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SEN","Senegal","2022","2022",6,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2016","2016",5,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2017","2017",5,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2018","2018",5,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2019","2019",5,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2020","2020",5,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2021","2021",5,,
"299905","Official entrance age to primary education (years)","TTO","Trinidad and Tobago","2022","2022",5,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2016","2016",6,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2017","2017",6,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2018","2018",6,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2019","2019",6,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2020","2020",6,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2021","2021",6,,
"299905","Official entrance age to primary education (years)","PRY","Paraguay","2022","2022",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2016","2016",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2017","2017",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MCO","Monaco","2022","2022",6,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2016","2016",13,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2017","2017",13,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2018","2018",13,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2019","2019",13,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2020","2020",13,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2021","2021",13,,
"999975","Official entrance age to lower secondary education (years)","UGA","Uganda","2022","2022",13,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2016","2016",16,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2017","2017",16,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2018","2018",16,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2019","2019",16,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2020","2020",16,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2021","2021",16,,
"999977","Official entrance age to upper secondary education (years)","AUS","Australia","2022","2022",16,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2016","2016",12,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2017","2017",12,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2018","2018",12,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2019","2019",12,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2020","2020",12,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2021","2021",12,,
"999975","Official entrance age to lower secondary education (years)","PHL","Philippines","2022","2022",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2016","2016",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2017","2017",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2018","2018",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2019","2019",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2020","2020",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2021","2021",12,,
"999975","Official entrance age to lower secondary education (years)","SVN","Slovenia","2022","2022",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2016","2016",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2017","2017",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2018","2018",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2019","2019",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2020","2020",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2021","2021",12,,
"999975","Official entrance age to lower secondary education (years)","SAU","Saudi Arabia","2022","2022",12,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2016","2016",11,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2017","2017",11,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2018","2018",11,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2019","2019",11,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2020","2020",10,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2021","2021",10,,
"999975","Official entrance age to lower secondary education (years)","KAZ","Kazakhstan","2022","2022",10,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2016","2016",15,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2017","2017",15,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2018","2018",15,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2019","2019",15,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2020","2020",15,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2021","2021",15,,
"999977","Official entrance age to upper secondary education (years)","KNA","Saint Kitts and Nevis","2022","2022",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2016","2016",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2017","2017",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2018","2018",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2019","2019",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2020","2020",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2021","2021",15,,
"999977","Official entrance age to upper secondary education (years)","MEX","Mexico","2022","2022",15,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2016","2016",11,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2017","2017",11,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2018","2018",11,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2019","2019",11,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2020","2020",11,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2021","2021",11,,
"999975","Official entrance age to lower secondary education (years)","HRV","Croatia","2022","2022",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2016","2016",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2017","2017",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2018","2018",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2019","2019",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2020","2020",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2021","2021",11,,
"999975","Official entrance age to lower secondary education (years)","ITA","Italy","2022","2022",11,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2016","2016",16,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2017","2017",16,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2018","2018",16,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2019","2019",16,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2020","2020",16,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2021","2021",16,,
"999977","Official entrance age to upper secondary education (years)","BWA","Botswana","2022","2022",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2016","2016",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2017","2017",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2018","2018",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2019","2019",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2020","2020",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2021","2021",16,,
"999977","Official entrance age to upper secondary education (years)","MLI","Mali","2022","2022",16,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2016","2016",13,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2017","2017",13,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2018","2018",13,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2019","2019",13,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2020","2020",13,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2021","2021",13,,
"999975","Official entrance age to lower secondary education (years)","LSO","Lesotho","2022","2022",13,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2016","2016",11,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2017","2017",11,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2018","2018",11,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2019","2019",11,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2020","2020",11,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2021","2021",11,,
"999975","Official entrance age to lower secondary education (years)","MDG","Madagascar","2022","2022",11,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2016","2016",15,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2017","2017",15,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2018","2018",15,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2019","2019",15,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2020","2020",15,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2021","2021",15,,
"999977","Official entrance age to upper secondary education (years)","SLB","Solomon Islands","2022","2022",15,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2016","2016",13,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2017","2017",13,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2018","2018",13,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2019","2019",13,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2020","2020",13,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2021","2021",13,,
"999975","Official entrance age to lower secondary education (years)","AFG","Afghanistan","2022","2022",13,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2016","2016",12,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2017","2017",12,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2018","2018",12,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2019","2019",12,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2020","2020",12,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2021","2021",12,,
"999975","Official entrance age to lower secondary education (years)","AIA","Anguilla","2022","2022",12,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2016","2016",15,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2017","2017",15,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2018","2018",15,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2019","2019",15,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2020","2020",15,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2021","2021",15,,
"999977","Official entrance age to upper secondary education (years)","GHA","Ghana","2022","2022",15,,
"999977","Official entrance age to upper secondary education (years)","GUF","French Guiana","2017","2017",15,,
"999977","Official entrance age to upper secondary education (years)","GUF","French Guiana","2018","2018",15,,
"999977","Official entrance age to upper secondary education (years)","GUF","French Guiana","2019","2019",15,,
"999977","Official entrance age to upper secondary education (years)","GUF","French Guiana","2020","2020",15,,
"999977","Official entrance age to upper secondary education (years)","GUF","French Guiana","2021","2021",15,,
"999977","Official entrance age to upper secondary education (years)","GUF","French Guiana","2022","2022",15,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2016","2016",11,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2017","2017",11,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2018","2018",11,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2019","2019",11,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2020","2020",11,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2021","2021",11,,
"999975","Official entrance age to lower secondary education (years)","ROU","Romania","2022","2022",11,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2016","2016",15,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2017","2017",15,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2018","2018",15,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2019","2019",15,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2020","2020",15,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2021","2021",15,,
"999977","Official entrance age to upper secondary education (years)","SVK","Slovakia","2022","2022",15,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2016","2016",11,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2017","2017",11,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2018","2018",11,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2019","2019",11,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2020","2020",11,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2021","2021",11,,
"999975","Official entrance age to lower secondary education (years)","FRA","France","2022","2022",11,,
"999975","Official entrance age to lower secondary education (years)","MDV","Maldives","2016","2016",13,,
"999975","Official entrance age to lower secondary education (years)","MDV","Maldives","2017","2017",13,,
"999975","Official entrance age to lower secondary education (years)","MDV","Maldives","2018","2018",13,,
"999975","Official entrance age to lower secondary education (years)","MDV","Maldives","2019","2019",13,,
"999975","Official entrance age to lower secondary education (years)","MDV","Maldives","2020","2020",13,,
